Predicted Price
3367.236
3378.4956
3389.8582
3401.3245
3412.8936
3424.5674
3436.3452
3448.2275
3460.215
3472.308
3484.5068
3496.811
3509.221
3521.7368
3534.359
3547.0867
3559.9202
3572.861
3585.9072
3599.0603
3612.3174
3625.6804
3639.1497
3652.7236
3666.402
3680.1848
3694.072
3708.063
3722.1558
3736.3513
3750.6497
3765.049
3779.5486
3794.147
3808.8442
3823.64
3838.5322
3853.52
3868.602
3883.7778
3899.0457
3914.405
3929.8535
3945.3901
3961.0134
3976.7227
3992.5132
4008.3857
4024.3389
4040.3694
4056.4758
4072.6565
4088.9094
4105.232
4121.621
4138.075
4154.593
4171.1704
4187.805
4204.4956
